ranking,full name,ceo,sector,industry,hq location,hq address,website
384,"Delek US Holdings, Inc.",Ezra Uzi Yemin,Energy,Petroleum Refining,"Brentwood, Tenn.",7102 Commerce Way,http://www.delekus.com
385,Newmont Mining Corporation,Gary J. Goldberg,Energy,"Mining, Crude-Oil Production","Greenwood Village, Colo.",6363 S. Fiddler's Green Circle,http://www.newmont.com
386,"Constellation Brands, Inc.",Robert S. Sands,"Food, Beverages & Tobacco",Beverages,"Victor, N.Y.",207 High Point Dr.,http://www.cbrands.com
387,"Ryder System, Inc.",Robert E. Sanchez,Transportation,"Trucking, Truck Leasing",Miami,11690 N.W. 105th St.,http://www.ryder.com
388,"National Oilwell Varco, Inc.",Clay C. Williams,Energy,"Oil and Gas Equipment, Services",Houston,7909 Parkwood Circle Dr.,http://www.nov.com
389,Adobe Systems Incorporated,Shantanu Narayen,Technology,Computer Software,"San Jose, Calif.",345 Park Ave.,http://www.adobe.com
390,"LifePoint Health, Inc.",William F. Carpenter III,Health Care,Health Care: Medical Facilities,"Brentwood, Tenn.",330 Seven Springs Way,http://www.lifepointhealth.net
391,Tractor Supply Company,Gregory A. Sandfort,Retailing,Specialty Retailers: Other,"Brentwood, Tenn.",5401 Virginia Way,http://www.tractorsupply.com
392,"Thor Industries, Inc.",Robert W. Martin,Motor Vehicles & Parts,Motor Vehicles and Parts,"Elkhart, Ind.",601 E. Beardsley Ave.,http://www.thorindustries.com
393,Dana Incorporated,James K. Kamsickas,Motor Vehicles & Parts,Motor Vehicles and Parts,"Maumee, Ohio",3939 Technology Dr.,http://www.dana.com
394,Weyerhaeuser Company,Doyle R. Simons,Materials,Forest and Paper Products,Seattle,220 Occidental Ave. S.,http://www.weyerhaeuser.com
395,"J.B. Hunt Transport Services, Inc.",John N. Roberts III,Transportation,"Trucking, Truck Leasing","Lowell, Ark.",615 J.B. Hunt Corporate Dr.,http://www.jbhunt.com
396,"Darden Restaurants, Inc.",Eugene I. Lee Jr.,"Hotels, Restaurants & Leisure",Food Services,Orlando,1000 Darden Center Dr.,http://www.darden.com
397,"Yum China Holdings, Inc.",Joey Wat,"Hotels, Restaurants & Leisure",Food Services,"Plano, Texas",7100 Corporate Dr.,http://ir.yumchina.com
398,The Blackstone Group L.P.,Stephen A. Schwarzman,Financials,Diversified Financials,New York City,345 Park Ave.,http://www.blackstone.com
399,"Berry Global Group, Inc.",Thomas E. Salmon,Materials,"Packaging, Containers","Evansville, Ind.",101 Oakley St.,http://www.berryglobal.com
400,"Builders FirstSource, Inc.",M. Chad Crow,Materials,"Building Materials, Glass",Dallas,2001 Bryan St.,http://www.bldr.com
401,"Activision Blizzard, Inc.",Robert A. Kotick,Technology,Entertainment,"Santa Monica, Calif.",3100 Ocean Park Blvd.,http://www.activisionblizzard.com
402,JetBlue Airways Corporation,Robin Hayes,Transportation,Airlines,"Long Island City, N.Y.",27-01 Queens Plaza N.,http://www.jetblue.com
403,Amphenol Corporation,R. Adam Norwitt,Technology,Network and Other Communications Equipment,"Wallingford, Conn.",358 Hall Ave.,http://www.amphenol.com
404,"A-Mark Precious Metals, Inc.",Gregory N. Roberts,Materials,Miscellaneous,"El Segundo, Calif.",2121 Rosecrans Ave.,http://www.amark.com
405,"Spirit AeroSystems Holdings, Inc.",Thomas C. Gentile III,Aerospace & Defense,Aerospace and Defense,"Wichita, Kans.",3801 S. Oliver St.,http://www.spiritaero.com
406,R.R. Donnelley & Sons Company,Daniel L. Knotts,Media,"Publishing, Printing",Chicago,35 W. Wacker Dr.,http://www.rrdonnelley.com
407,Harris Corporation,William M. Brown,Aerospace & Defense,Aerospace and Defense,"Melbourne, Fla.",1025 W. NASA Blvd.,http://www.harris.com
408,"Expeditors International of Washington, Inc.",Jeffrey S. Musser,Transportation,Transportation and Logistics,Seattle,1015 Third Ave.,http://www.expeditors.com
409,"Discovery, Inc.",David M. Zaslav,Media,Entertainment,"Silver Spring, Md.",1 Discovery Place,http://www.discovery.com
410,"Owens-Illinois, Inc.",Andres A. Lopez,Materials,"Packaging, Containers","Perrysburg, Ohio",1 Michael Owens Way,http://www.o-i.com
411,Sanmina Corporation,Robert K. Eulau,Technology,Semiconductors and Other Electronic Components,"San Jose, Calif.",2700 N. First St.,http://www.sanmina.com
412,KeyCorp,Beth E. Mooney,Financials,Commercial Banks,Cleveland,127 Public Sq.,http://www.key.com
413,"American Financial Group, Inc.",Carl H. Lindner lll/S. Craig Lindner,Financials,Insurance: Property and Casualty (Stock),Cincinnati,301 E. Fourth St.,http://www.afginc.com
414,Oshkosh Corporation,Wilson R. Jones,Industrials,Construction and Farm Machinery,"Oshkosh, Wis.",2307 Oregon St.,http://www.oshkoshcorporation.com
415,"Rockwell Collins, Inc.",Robert K. Ortberg,Aerospace & Defense,Aerospace and Defense,"Cedar Rapids, Iowa",400 Collins Rd. N.E.,http://www.rockwellcollins.com
416,"Kindred Healthcare, Inc.",Benjamin A. Breier,Health Care,Health Care: Medical Facilities,"Louisville, Ky.",680 S. Fourth St.,http://www.kindredhealthcare.com
417,"Insight Enterprises, Inc.",Kenneth T. Lamneck,Technology,Information Technology Services,"Tempe, Ariz.",6820 S. Harl Ave.,http://www.insight.com
418,"Dr Pepper Snapple Group, Inc.",Larry D. Young,"Food, Beverages & Tobacco",Beverages,"Plano, Texas",5301 Legacy Dr.,http://www.drpeppersnapplegroup.com
419,American Tower Corporation,James D. Taiclet Jr.,Financials,Real estate,Boston,116 Huntington Ave.,http://www.americantower.com
420,Fortive Corporation,James A. Lico,Industrials,Industrial Machinery,"Everett, Wash.",6920 Seaway Blvd.,http://www.fortive.com
421,Ralph Lauren Corporation,Patrice Louvet,Apparel,Apparel,New York City,650 Madison Ave.,http://www.ralphlauren.com
422,"HRG Group, Inc.",Joseph S. Steinberg,Household Products,Household and Personal Products,New York City,450 Park Ave.,http://www.hrggroup.com
423,"Ascena Retail Group, Inc.",David R. Jaffe,Retailing,Specialty Retailers: Apparel,"Mahwah, N.J.",933 MacArthur Blvd.,http://www.ascenaretail.com
424,"United Rentals, Inc.",Michael J. Kneeland,Business Services,Miscellaneous,"Stamford, Conn.",100 First Stamford Place,http://www.unitedrentals.com
425,"Casey's General Stores, Inc.",Terry W. Handley,Retailing,Specialty Retailers: Other,"Ankeny, Iowa",1 Convenience Blvd.,http://www.caseys.com
426,"Graybar Electric Company, Inc.",Kathleen M. Mazzarella,Wholesalers,Wholesalers: Diversified,St. Louis,34 N. Meramec Ave.,http://www.graybar.com
427,Avery Dennison Corporation,Mitchell R. Butier,Materials,"Packaging, Containers","Glendale, Calif.",207 Goode Ave.,http://www.averydennison.com
428,"MasTec, Inc.",Jose R. Mas,Engineering & Construction,"Engineering, Construction","Coral Gables, Fla.",800 S. Douglas Rd.,http://www.mastec.com
429,CMS Energy Corporation,Patricia K. Poppe,Energy,Utilities: Gas and Electric,"Jackson, Mich.",1 Energy Plaza,http://www.cmsenergy.com
430,"HD Supply Holdings, Inc.",Joseph J. DeAngelo,Wholesalers,Wholesalers: Diversified,Atlanta,3100 Cumberland Blvd.,http://www.hdsupply.com
431,"Raymond James Financial, Inc.",Paul C. Reilly,Financials,Securities,"St. Petersburg, Fla.",880 Carillon Pkwy.,http://www.raymondjames.com
432,NCR Corporation,Michael D. Hayford,Technology,"Computers, Office Equipment",Atlanta,864 Spring St. N.W.,http://www.ncr.com
433,Hanesbrands Inc.,Gerald W. Evans Jr.,Apparel,Apparel,"Winston-Salem, N.C.",1000 E. Hanes Mill Rd.,http://www.hanes.com
434,"Asbury Automotive Group, Inc.",David W. Hult,Retailing,"Automotive Retailing, Services","Duluth, Ga.",2905 Premiere Pkwy. N.W.,http://www.asburyauto.com
435,"Citizens Financial Group, Inc.",Bruce W. Van Saun,Financials,Commercial Banks,"Providence, R.I.",1 Citizens Plaza,http://www.citizensbank.com
436,Packaging Corporation of America,Mark W. Kowlzan,Materials,"Packaging, Containers","Lake Forest, Ill.",1955 W. Field Court,http://www.packagingcorp.com
437,Alleghany Corporation,Weston M. Hicks,Financials,Insurance: Property and Casualty (Stock),New York City,1411 Broadway,http://www.alleghany.com
438,Apache Corporation,John J. Christmann IV,Energy,"Mining, Crude-Oil Production",Houston,2000 Post Oak Blvd.,http://www.apachecorp.com
439,"Dillard's, Inc.",William T. Dillard II,Retailing,General Merchandisers,"Little Rock, Ark.",1600 Cantrell Rd.,http://www.dillards.com
440,"Assurant, Inc.",Alan B. Colberg,Financials,Insurance: Property and Casualty (Stock),New York City,28 Liberty St.,http://www.assurant.com
441,"Franklin Resources, Inc.",Gregory E. Johnson,Financials,Securities,"San Mateo, Calif.",1 Franklin Pkwy.,http://www.franklinresources.com
442,Owens Corning,Michael H. Thaman,Materials,"Building Materials, Glass","Toledo, Ohio",1 Owens Corning Pkwy.,http://www.owenscorning.com
443,"Motorola Solutions, Inc.",Gregory Q. Brown,Technology,Network and Other Communications Equipment,Chicago,500 W. Monroe St.,http://www.motorolasolutions.com
444,"NVR, Inc.",Paul C. Saville,Engineering & Construction,Homebuilders,"Reston, Va.",11700 Plaza America Dr.,http://www.nvrinc.com
445,"Rockwell Automation, Inc.",Blake D. Moret,Industrials,"Electronics, Electrical Equip.",Milwaukee,1201 S. Second St.,http://www.rockwellautomation.com
446,"TreeHouse Foods, Inc.",Steven Oakland,"Food, Beverages & Tobacco",Food Consumer Products,"Oak Brook, Ill.",2021 Spring Rd.,http://www.treehousefoods.com
447,"Wynn Resorts, Limited",Matthew O. Maddox,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",Las Vegas,3131 Las Vegas Blvd. S.,http://www.wynnresorts.com
448,Olin Corporation,John E. Fischer,Chemicals,Chemicals,"Clayton, Mo.",190 Carondelet Plaza,http://www.olin.com
449,"American Axle & Manufacturing Holdings, Inc.",David C. Dauch,Motor Vehicles & Parts,Motor Vehicles and Parts,Detroit,1 Dauch Dr.,http://www.aam.com
450,Old Republic International Corporation,Aldo C. Zucaro,Financials,Insurance: Property and Casualty (Stock),Chicago,307 N. Michigan Ave.,http://www.oldrepublic.com
451,The Chemours Company,Mark P. Vergnano,Chemicals,Chemicals,"Wilmington, Del.",1007 Market St.,http://www.chemours.com
452,"iHeartMedia, Inc.",Robert W. Pittman,Media,Entertainment,San Antonio,20880 Stone Oak Pkwy.,http://www.iheartmedia.com
453,Ameren Corporation,Warner L. Baxter,Energy,Utilities: Gas and Electric,St. Louis,1901 Chouteau Ave.,http://www.ameren.com
454,Arthur J. Gallagher & Co.,J. Patrick Gallagher Jr.,Financials,Diversified Financials,"Rolling Meadows, Ill.",2850 Golf Rd.,http://www.ajg.com
455,Celanese Corporation,Mark C. Rohr,Chemicals,Chemicals,"Irving, Texas",222 W. Las Colinas Blvd.,http://www.celanese.com
456,Sealed Air Corporation,Ted Doheny,Materials,"Packaging, Containers","Charlotte, N.C.",2415 Cascade Pointe Blvd.,http://www.sealedair.com
457,UGI Corporation,John L. Walsh,Energy,Energy,"King of Prussia, Pa.",460 N. Gulph Rd.,http://www.ugicorp.com
458,Realogy Holdings Corp.,Ryan M. Schneider,Financials,Real estate,"Madison, N.J.",175 Park Ave.,http://www.realogy.com
459,"Burlington Stores, Inc.",Thomas A. Kingsbury,Retailing,Specialty Retailers: Apparel,"Burlington, N.J.",2006 Route 130 N.,http://www.burlington.com
460,Regions Financial Corporation,O.B. Grayson Hall Jr.,Financials,Commercial Banks,"Birmingham, Ala.",1900 Fifth Ave. N.,http://www.regions.com
461,AK Steel Holding Corporation,Roger K. Newport,Materials,Metals,"West Chester, Ohio",9227 Centre Pointe Dr.,http://www.aksteel.com
462,"Securian Financial Group, Inc.",Christopher M. Hilger,Financials,"Insurance: Life, Health (stock)","St. Paul, Minn.",400 Robert St. N.,http://www.securian.com
463,S&P Global Inc.,Douglas L. Peterson,Business Services,Financial Data Services,New York City,55 Water St.,http://www.spglobal.com
464,Markel Corporation,Thomas S. Gayner/Richard R. Whitt III,Financials,Insurance: Property and Casualty (Stock),"Glen Allen, Va.",4521 Highwoods Pkwy.,http://www.markelcorp.com
465,TravelCenters of America LLC,Andrew J. Rebholz,Retailing,Specialty Retailers: Other,"Westlake, Ohio",24601 Center Ridge Rd.,http://www.ta-petro.com
466,Conduent Incorporated,Ashok Vemuri,Business Services,Diversified Outsourcing Services,"Florham Park, N.J.",100 Campus Dr.,http://www.conduent.com
467,M&T Bank Corporation,,Financials,Commercial Banks,"Buffalo, N.Y.",1 M&T Plaza,http://www.mtb.com
468,The Clorox Company,Benno O. Dorer,Household Products,Household and Personal Products,"Oakland, Calif.",1221 Broadway,http://www.thecloroxcompany.com
469,"AmTrust Financial Services, Inc.",Barry D. Zyskind,Financials,Insurance: Property and Casualty (Stock),New York City,59 Maiden Lane,http://www.amtrustfinancial.com
470,KKR & Co. L.P.,Henry R. Kravis/George R. Roberts,Financials,Securities,New York City,9 W. 57th St.,http://www.kkr.com
471,"Ulta Beauty, Inc.",Mary N. Dillon,Retailing,Specialty Retailers: Other,"Bolingbrook, Ill.",1000 Remington Blvd.,http://www.ulta.com
472,"Yum! Brands, Inc.",Greg Creed,"Hotels, Restaurants & Leisure",Food Services,"Louisville, Ky.",1441 Gardiner Lane,http://www.yum.com
473,"Regeneron Pharmaceuticals, Inc.",Leonard S. Schleifer,Health Care,Pharmaceuticals,"Tarrytown, N.Y.",777 Old Saw Mill River Rd.,http://www.regeneron.com
474,"Windstream Holdings, Inc.",Anthony W. Thomas,Telecommunications,Telecommunications,"Little Rock, Ark.",4001 Rodney Parham Rd.,http://www.windstream.com
475,"Magellan Health, Inc.",Barry M. Smith,Health Care,Health Care: Insurance and Managed Care,"Scottsdale, Ariz.",4800 Scottsdale Rd.,http://www.magellanhealth.com
476,Western & Southern Mutual Holding Company,John F. Barrett,Financials,"Insurance: Life, Health (Mutual)",Cincinnati,400 Broadway,http://www.westernsouthern.com
477,"Intercontinental Exchange, Inc.",Jeffrey C. Sprecher,Financials,Securities,Atlanta,5660 New Northside Dr.,http://www.theice.com
478,Ingredion Incorporated,James P. Zallie,"Food, Beverages & Tobacco",Food Production,"Westchester, Ill.",5 Westbrook Corporate Center,http://www.ingredion.com
479,"Wyndham Destinations, Inc.",Stephen P. Holmes,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Parsippany, N.J.",22 Sylvan Way,http://www.wyndhamworldwide.com
480,"Toll Brothers, Inc.",Douglas C. Yearley Jr.,Engineering & Construction,Homebuilders,"Horsham, Pa.",250 Gibraltar Rd.,http://www.tollbrothers.com
481,Seaboard Corporation,Steven J. Bresky,"Food, Beverages & Tobacco",Food Production,"Merriam, Kans.",9000 W. 67th St.,http://www.seaboardcorp.com
482,Booz Allen Hamilton Holding Corp.,Horacio D. Rozanski,Technology,Information Technology Services,"McLean, Va.",8283 Greensboro Dr.,http://www.boozallen.com
483,First American Financial Corporation,Dennis J. Gilmore,Financials,Insurance: Property and Casualty (Stock),"Santa Ana, Calif.",1 First American Way,http://www.firstam.com
484,Cincinnati Financial Corporation,Steven J. Johnston,Financials,Insurance: Property and Casualty (Stock),"Fairfield, Ohio",6200 S. Gilmore Rd.,http://www.cinfin.com
485,"Avon Products, Inc.",Jan Zijderveld,Household Products,Household and Personal Products,"Rye, N.Y.",601 Midland Ave.,http://www.avoninvestor.com
486,Northern Trust Corporation,Michael G. O'Grady,Financials,Commercial Banks,Chicago,50 S. LaSalle St.,http://www.northerntrust.com
487,"Fiserv, Inc.",Jeffery W. Yabuki,Business Services,Financial Data Services,"Brookfield, Wis.",255 Fiserv Dr.,http://www.fiserv.com
488,"Harley-Davidson, Inc.",Matthew S. Levatich,Transportation,Transportation Equipment,Milwaukee,3700 W. Juneau Ave.,http://www.harley-davidson.com
489,"Cheniere Energy, Inc.",Jack A. Fusco,Energy,Energy,Houston,700 Milam St.,http://www.cheniere.com
490,"Patterson Companies, Inc.",Mark S. Walchirk,Wholesalers,Wholesalers: Health Care,"St. Paul, Minn.",1031 Mendota Heights Rd.,http://www.pattersoncompanies.com
491,Peabody Energy Corporation,Glenn L. Kellow,Energy,"Mining, Crude-Oil Production",St. Louis,701 Market St.,http://www.peabodyenergy.com
492,ON Semiconductor Corporation,Keith D. Jackson,Technology,Semiconductors and Other Electronic Components,Phoenix,5005 E. McDowell Rd.,http://www.onsemi.com
493,"Simon Property Group, Inc.",David E. Simon,Financials,Real estate,Indianapolis,225 W. Washington St.,http://www.simon.com
494,The Western Union Company,Hikmet Ersek,Business Services,Financial Data Services,"Englewood, Colo.",12500 E. Belford Ave.,http://www.westernunion.com
495,"NetApp, Inc.",George Kurian,Technology,"Computers, Office Equipment","Sunnyvale, Calif.",495 E. Java Dr.,http://www.netapp.com
496,Polaris Industries Inc.,Scott W. Wine,Transportation,Transportation Equipment,"Medina, Minn.",2100 Hwy. 55,http://www.polaris.com
497,Pioneer Natural Resources Company,Timothy L. Dove,Energy,"Mining, Crude-Oil Production","Irving, Texas",5205 N. O'Connor Blvd.,http://www.pxd.com
498,ABM Industries Incorporated,Scott B. Salmirs,Business Services,Diversified Outsourcing Services,New York City,1 Liberty Plaza,http://www.abm.com
499,Vistra Energy Corp.,Curtis A. Morgan,Energy,Energy,"Irving, Texas",6555 Sierra Dr.,http://www.vistraenergy.com
500,Cintas Corporation,Scott D. Farmer,Business Services,Diversified Outsourcing Services,Cincinnati,6800 Cintas Blvd.,http://www.cintas.com
501,Hess Corporation,John B. Hess,Energy,"Mining, Crude-Oil Production",New York City,1185 Ave. of the Americas,http://www.hess.com
502,"Host Hotels & Resorts, Inc.",James F. Risoleo,Financials,Real estate,"Bethesda, Md.",6903 Rockledge Dr.,http://www.hosthotels.com
503,"Kelly Services, Inc.",George S. Corona,Business Services,Temporary Help,"Troy, Mich.",999 W. Big Beaver Rd.,http://www.kellyservices.com
504,"Genesis Healthcare, Inc.",George V. Hager Jr.,Health Care,Health Care: Medical Facilities,"Kennett Square, Pa.",101 E. State St.,http://www.genesishcc.com
505,"The Michaels Companies, Inc.",Carl S. Rubin,Retailing,Specialty Retailers: Other,"Irving, Texas",8000 Bent Branch Dr.,http://www.michaels.com
506,"Advanced Micro Devices, Inc.",Lisa T. Su,Technology,Semiconductors and Other Electronic Components,"Santa Clara, Calif.",2485 Augustine Dr.,http://www.amd.com
507,Zoetis Inc.,,Health Care,Pharmaceuticals,"Parsippany, N.J.",10 Sylvan Way,http://www.zoetis.com
508,"Williams-Sonoma, Inc.",Laura J. Alber,Retailing,Specialty Retailers: Other,San Francisco,3250 Van Ness Ave.,http://www.williams-sonomainc.com
509,"Fortune Brands Home & Security, Inc.",Christopher J. Klein,Household Products,"Home Equipment, Furnishings","Deerfield, Ill.",520 Lake Cook Rd.,http://www.fbhs.com
510,"Big Lots, Inc.",Lisa M. Bachmann,Retailing,Specialty Retailers: Other,"Columbus, Ohio",4900 E. Dublin-Granville Rd.,http://www.biglots.com
511,Robert Half International Inc.,Harold M. Messmer Jr.,Business Services,Temporary Help,"Menlo Park, Calif.",2884 Sand Hill Rd.,http://www.roberthalf.com
512,"Post Holdings, Inc.",Robert V. Vitale,"Food, Beverages & Tobacco",Food Consumer Products,St. Louis,2503 S. Hanley Rd.,http://www.postholdings.com
513,"Hasbro, Inc.",Brian D. Goldner,Household Products,"Toys, Sporting Goods","Pawtucket, R.I.",1027 Newport Ave.,http://www.hasbro.com
514,"The Hanover Insurance Group, Inc.",John C. Roche,Financials,Insurance: Property and Casualty (Stock),"Worcester, Mass.",440 Lincoln St.,http://www.hanover.com
515,Navient Corporation,John F. Remondi,Financials,Diversified Financials,"Wilmington, Del.",123 Justison St.,http://www.navient.com
516,Intuit Inc.,Brad D. Smith,Technology,Computer Software,"Mountain View, Calif.",2700 Coast Ave.,http://www.intuit.com
517,Domtar Corporation,John D. Williams,Materials,Forest and Paper Products,"Fort Mill, S.C.",234 Kingsley Park Dr.,http://www.domtar.com
518,Marathon Oil Corporation,Lee M. Tillman,Energy,"Mining, Crude-Oil Production",Houston,5555 San Felipe St.,http://www.marathonoil.com
519,Cerner Corporation,D. Brent Shafer,Health Care,Health Care: Pharmacy and Other Services,"North Kansas City, Mo.",2800 Rockcreek Pkwy.,http://www.cerner.com
520,"Analog Devices, Inc.",Vincent T. Roche,Technology,Semiconductors and Other Electronic Components,"Norwood, Mass.",1 Technology Way,http://www.analog.com
521,"Telephone and Data Systems, Inc.",LeRoy T. Carlson Jr.,Telecommunications,Telecommunications,Chicago,30 N. LaSalle St.,http://www.tdsinc.com
522,Essendant Inc.,Richard D. Phillips,Wholesalers,Wholesalers: Electronics and Office Equipment,"Deerfield, Ill.",1 Parkway N. Blvd.,http://www.essendant.com
523,Sonoco Products Company,Robert C. Tiede,Materials,"Packaging, Containers","Hartsville, S.C.",1 N. Second St.,http://www.sonoco.com
524,"Juniper Networks, Inc.",Rami Rahim,Technology,Network and Other Communications Equipment,"Sunnyvale, Calif.",1133 Innovation Way,http://www.juniper.net
525,Commercial Metals Company,Barbara R. Smith,Materials,Metals,"Irving, Texas",6565 N. MacArthur Blvd.,http://www.cmc.com
526,CSRA Inc.,Lawrence B. Prior III,Technology,Information Technology Services,"Falls Church, Va.",3170 Fairview Park Dr.,http://www.csra.com
527,"Under Armour, Inc.",Kevin A. Plank,Apparel,Apparel,Baltimore,1020 Hull St.,http://www.uabiz.com
528,RPM International Inc.,Frank C. Sullivan,Chemicals,Chemicals,"Medina, Ohio",2628 Pearl Rd.,http://www.rpminc.com
529,"Total System Services, Inc.",M. Troy Woods,Business Services,Financial Data Services,"Columbus, Ga.",1 TSYS Way,http://www.tsys.com
530,Levi Strauss & Co.,Charles V. Bergh,Apparel,Apparel,San Francisco,1155 Battery St.,http://www.levistrauss.com
531,Brunswick Corporation,Mark D. Schwabero,Transportation,Transportation Equipment,"Mettawa, Ill.",26125 N. Riverwoods Blvd.,http://www.brunswick.com
532,YRC Worldwide Inc.,Darren D. Hawkins,Transportation,"Trucking, Truck Leasing","Overland Park, Kans.",10990 Roe Ave.,http://www.yrcw.com
533,"Mattel, Inc.",Ynon Kreiz,Household Products,"Toys, Sporting Goods","El Segundo, Calif.",333 Continental Blvd.,http://www.mattel.com
534,Factory Mutual Insurance Company,Thomas A. Lawson,Financials,Insurance: Property and Casualty (Stock),"Johnston, R.I.",270 Central Ave.,http://www.fmglobal.com
535,NiSource Inc.,Joseph Hamrock,Energy,Utilities: Gas and Electric,"Merrillville, Ind.",801 E. 86th Ave.,http://www.nisource.com
536,Caesars Entertainment Corporation,Mark P. Frissora,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",Las Vegas,1 Caesars Palace Dr.,http://www.caesars.com
537,Electronic Arts Inc.,Andrew Wilson,Technology,Entertainment,"Redwood City, Calif.",209 Redwood Shores Pkwy.,http://www.ea.com
538,Dynegy Inc.,Curtis A. Morgan,Energy,Energy,Houston,601 Travis St.,http://www.dynegy.com
539,"McCormick & Company, Incorporated",Lawrence E. Kurzius,"Food, Beverages & Tobacco",Food Consumer Products,"Sparks, Md.",18 Loveton Circle,http://www.mccormickcorporation.com
540,"T. Rowe Price Group, Inc.",William J. Stromberg,Financials,Securities,Baltimore,100 E. Pratt St.,http://www.troweprice.com
541,"Orbital ATK, Inc.",David W. Thompson,Aerospace & Defense,Aerospace and Defense,"Dulles, Va.",45101 Warp Dr.,http://www.orbitalatk.com
542,Tutor Perini Corporation,Ronald N. Tutor,Engineering & Construction,"Engineering, Construction","Sylmar, Calif.",15901 Olden St.,http://www.tutorperini.com
543,Brookdale Senior Living Inc.,Lucinda M. Baier,Health Care,Health Care: Medical Facilities,"Brentwood, Tenn.",111 Westwood Place,http://www.brookdale.com
544,Huntington Bancshares Incorporated,Stephen D. Steinour,Financials,Commercial Banks,"Columbus, Ohio",41 S. High St.,http://www.huntington.com
545,Wayfair Inc.,Niraj S. Shah,Technology,Internet Services and Retailing,Boston,4 Copley Place,http://www.wayfair.com
546,"Rush Enterprises, Inc.",W. M. Rush,Retailing,"Automotive Retailing, Services","New Braunfels, Texas",555 IH-35 S.,http://www.rushenterprises.com
547,Xylem Inc.,Patrick K. Decker,Industrials,Industrial Machinery,"Rye Brook, N.Y.",1 International Dr.,http://www.xyleminc.com
548,Neiman Marcus Group LTD LLC,Geoffroy van Raemdonck,Retailing,Specialty Retailers: Apparel,Dallas,1618 Main St.,http://www.neimanmarcusgroup.com
549,Hyatt Hotels Corporation,Mark S. Hoplamazian,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",Chicago,150 N. Riverside Plaza,http://www.hyatt.com
550,"Sprouts Farmers Market, Inc.",Amin N. Maredia,Food & Drug Stores,Food and Drug Stores,Phoenix,5455 E. High St.,http://www.sprouts.com
551,"Diebold Nixdorf, Incorporated",Gerrard B. Schmid,Technology,"Computers, Office Equipment","North Canton, Ohio",5995 Mayfair Rd.,http://www.dieboldnixdorf.com
552,"Roper Technologies, Inc.",Brian D. Jellison,Technology,"Scientific,Photographic and Control Equipment","Sarasota, Fla.",6901 Professional Pkwy. E.,http://www.ropertech.com
553,"Smart & Final Stores, Inc.",David G. Hirz,Food & Drug Stores,Food and Drug Stores,"Commerce, Calif.",600 Citadel Dr.,http://www.smartandfinal.com
554,"CommScope Holding Company, Inc.",Marvin S. Edwards Jr.,Technology,Network and Other Communications Equipment,"Hickory, N.C.",1100 CommScope Place S.E.,http://www.commscope.com
555,"Tapestry, Inc.",Victor Luis,Apparel,Apparel,New York City,10 Hudson Yards,http://www.tapestry.com
556,"Diplomat Pharmacy, Inc.",Atul Kavthekar,Health Care,Health Care: Pharmacy and Other Services,"Flint, Mich.",4100 S. Saginaw St.,http://www.diplomatpharmacy.com
557,"Chipotle Mexican Grill, Inc.",Brian R. Niccol,"Hotels, Restaurants & Leisure",Food Services,Denver,1401 Wynkoop St.,http://www.chipotle.com
558,"Agilent Technologies, Inc.",Michael R. McMullen,Technology,"Scientific,Photographic and Control Equipment","Santa Clara, Calif.",5301 Stevens Creek Blvd.,http://www.agilent.com
559,Science Applications International Corporation,Anthony J. Moraco,Technology,Information Technology Services,"Reston, Va.",12010 Sunset Hills Rd.,http://www.saic.com
560,"MDU Resources Group, Inc.",David L. Goodin,Energy,Energy,"Bismarck, N.D.",1200 W. Century Ave.,http://www.mdu.com
561,Select Medical Holdings Corporation,David S. Chernow,Health Care,Health Care: Medical Facilities,"Mechanicsburg, Pa.",4714 Gettysburg Rd.,http://www.selectmedicalholdings.com
562,Boise Cascade Company,Thomas K. Corrick,Wholesalers,Wholesalers: Diversified,"Boise, Idaho",1111 W. Jefferson St.,http://www.bc.com
563,National General Holdings Corp.,Barry Karfunkel,Financials,Insurance: Property and Casualty (Stock),New York City,59 Maiden Lane,http://www.nationalgeneral.com
564,SCANA Corporation,Jimmy E. Addison,Energy,Utilities: Gas and Electric,"Cayce, S.C.",100 Scana Pkwy.,http://www.scana.com
565,Graphic Packaging Holding Company,Michael P. Doss,Materials,"Packaging, Containers",Atlanta,1500 Riveredge Pkwy.,http://www.graphicpkg.com
566,Fastenal Company,Daniel L. Florness,Wholesalers,Wholesalers: Diversified,"Winona, Minn.",2001 Theurer Blvd.,http://www.fastenal.com
567,"Schneider National, Inc.",Christopher B. Lofgren,Transportation,"Trucking, Truck Leasing","Green Bay, Wis.",3101 S. Packerland Dr.,http://www.schneider.com
568,"Laureate Education, Inc.",Eilif Serck-Hanssen,Business Services,Education,Baltimore,650 S. Exeter St.,http://www.laureate.net
569,"Beacon Roofing Supply, Inc.",Paul M. Isabella,Wholesalers,Wholesalers: Diversified,"Herndon, Va.",505 Huntmar Park Dr.,http://www.becn.com
570,KB Home,Jeffrey T. Mezger,Engineering & Construction,Homebuilders,Los Angeles,10990 Wilshire Blvd.,http://www.kbhome.com
