ranking,full name,ceo,sector,industry,hq location,hq address,website
944,"TTM Technologies, Inc.",Thomas T. Edman,Technology,Semiconductors and Other Electronic Components,"Costa Mesa, CA",1665 Scenic Ave.,http://www.ttmtech.com
945,"Werner Enterprises, Inc.",Derek J. Leathers,Transportation,"Trucking, Truck Leasing","Omaha, NE",14507 Frontier Rd.,http://www.werner.com
946,"Engility Holdings, Inc.",Lynn A. Dugle,Technology,Information Technology Services,"Chantilly, VA",3750 Centerview Dr.,http://www.engilitycorp.com
947,Rexnord Corporation,Todd A. Adams,Industrials,Industrial Machinery,"Milwaukee, WI",247 Freshwater Way,http://www.rexnord.com
948,NuStar Energy L.P.,Bradley C. Barron,Energy,Pipelines,"San Antonio, TX",19003 Interstate 10 W.,http://www.nustarenergy.com
949,H.B. Fuller Company,James J. Owens,Chemicals,Chemicals,"St. Paul, MN",1200 Willow Lake Blvd.,http://www.hbfuller.com
950,Vista Outdoor Inc.,Mark W. DeYoung,Household Products,Miscellaneous,"Clearfield, UT",938 University Park Blvd.,http://www.vistaoutdoor.com
951,"On Assignment, Inc.",Peter T. Dameris,Business Services,Temporary Help,"Calabasas, CA",26745 Malibu Hills Rd.,http://www.onassignment.com
952,"Verisk Analytics, Inc.",Scott G. Stephenson,Business Services,Financial Data Services,"Jersey City, NJ",545 Washington Blvd.,http://www.verisk.com
953,"Par Pacific Holdings, Inc.",William C. Pate,Energy,Petroleum Refining,"Houston, TX",800 Gessner Rd.,http://www.parpacific.com
954,"Alliance One International, Inc.",J. Pieter Sikkel,"Food, Beverages & Tobacco",Tobacco,"Morrisville, NC",8001 Aerial Center Pkwy.,http://www.aointl.com
955,Whiting Petroleum Corporation,James J. Volker,Energy,"Mining, Crude-Oil Production","Denver, CO",1700 Broadway,http://www.whiting.com
956,Waters Corporation,Christopher J. O'Connell,Technology,"Scientific,Photographic and Control Equipment","Milford, MA",34 Maple St.,http://www.waters.com
957,"Tower International, Inc.",James C. Gouin,Motor Vehicles & Parts,Motor Vehicles and Parts,"Livonia, MI",17672 Laurel Park Dr. N.,http://www.towerinternational.com
958,"Woodward, Inc.",Thomas A. Gendron,Aerospace & Defense,Aerospace and Defense,"Fort Collins, CO",1000 E. Drake Rd.,http://www.woodward.com
959,Stewart Information Services Corporation,Matthew W. Morris,Financials,Insurance: Property and Casualty (Stock),"Houston, TX",1980 Post Oak Blvd.,http://www.stewart.com
960,PharMerica Corporation,Gregory S. Weishar,Health Care,Health Care: Pharmacy and Other Services,"Louisville, KY",1901 Campus Place,http://www.pharmerica.com
961,Wabash National Corporation,Richard J. Giromini,Motor Vehicles & Parts,Motor Vehicles and Parts,"Lafayette, IN",1000 Sagamore Pkwy. S.,http://www.wabashnational.com
962,"Ferrellgas Partners, L.P.",James E. Ferrell,Energy,Energy,"Overland Park, KS",7500 College Blvd.,http://www.ferrellgas.com
963,"Dycom Industries, Inc.",Steven E. Nielsen,Engineering & Construction,"Engineering, Construction","Palm Beach Gardens, FL",11770 U.S. Highway 1,http://www.dycomind.com
964,IDEX Corporation,Andrew K. Silvernail,Industrials,Industrial Machinery,"Lake Forest, IL",1925 W. Field Court,http://www.idexcorp.com
965,"Bio-Rad Laboratories, Inc.",Norman A. Schwartz,Health Care,Medical Products and Equipment,"Hercules, CA",1000 Alfred Nobel Dr.,http://www.bio-rad.com
966,"QEP Resources, Inc.",Charles B. Stanley,Energy,"Mining, Crude-Oil Production","Denver, CO",1050 17th St.,http://www.qepres.com
967,Griffon Corp.,Ronald J. Kramer,Household Products,"Home Equipment, Furnishings","New York, NY",712 Fifth Ave.,http://www.griffoncorp.com
968,American Greetings Corporation,"Jeffrey M. Weiss, Zev Weiss",Media,"Publishing, Printing","Cleveland, OH",1 American Rd.,http://www.americangreetings.com
969,Tribune Media Company,Peter Liguori,Media,Entertainment,"Chicago, IL",435 N. Michigan Ave.,http://www.tribunemedia.com
970,"Rackspace Hosting, Inc.",William T. Rhodes,Technology,Internet Services and Retailing,"San Antonio, TX",1 Fanatical Place,http://www.rackspace.com
971,"VeriFone Systems, Inc.",Paul S. Galant,Technology,"Computers, Office Equipment","San Jose, CA",88 W. Plumeria Dr.,http://www.verifone.com
972,Genesee & Wyoming Inc.,John C. Hellmann,Transportation,Railroads,"Darien, CT",20 West Ave.,http://www.gwrr.com
973,99 Cents Only Stores LLC,Geoffrey J. Covent,Retailing,Specialty Retailers: Other,"Commerce, CA",4000 Union Pacific Ave.,http://www.99only.com
974,"Roadrunner Transportation Systems, Inc.",Mark A. DiBlasi,Transportation,Transportation and Logistics,"Cudahy, WI",4900 S. Pennsylvania Ave.,http://www.rrts.com
975,"Super Micro Computer, Inc.",Charles Liang,Technology,"Computers, Office Equipment","San Jose, CA",980 Rock Ave.,http://www.supermicro.com
976,First Republic Bank,James H. Herbert II,Financials,Commercial Banks,"San Francisco, CA",111 Pine St.,http://www.firstrepublic.com
977,"Hill-Rom Holdings, Inc.",John J. Greisch,Health Care,Medical Products and Equipment,"Chicago, IL",2 Prudential Plaza,http://www.hill-rom.com
978,The Providence Service Corporation,James M. Lindstrom,Health Care,Health Care: Pharmacy and Other Services,"Tucson, AZ",44 E. Broadway Blvd.,http://www.prscholdings.com
979,"Allison Transmission Holdings, Inc.",Lawrence E. Dewey,Motor Vehicles & Parts,Motor Vehicles and Parts,"Indianaoplis, IN",1 Allison Way,http://www.allisontransmission.com
980,Spire,Suzanne Sitherwood,Energy,Utilities: Gas and Electric,"St. Louis, MO",700 Market St.,http://www.spireenergy.com
981,"WPX Energy, Inc.",Richard E. Muncrief,Energy,"Mining, Crude-Oil Production","Tulsa, OK",1 Williams Center,http://www.wpxenergy.com
982,Century Aluminum Company,Michael A. Bless,Materials,Metals,"Chicago, IL",1 S. Wacker Dr.,http://www.centuryaluminum.com
983,"Adams Resources & Energy, Inc.",Thomas S. Smith,Energy,Petroleum Refining,"Houston, TX",17 S. Briar Hollow Lane,http://www.adamsresources.com
984,"Nuance Communications, Inc.",Paul A. Ricci,Technology,Computer Software,"Burlington, MA",1 Wayside Rd.,http://www.nuance.com
985,Primoris Services Corporation,David L. King,Engineering & Construction,"Engineering, Construction","Dallas, TX",2100 McKinney Ave.,http://www.prim.com
986,"Schnitzer Steel Industries, Inc.",Tamara L. Lundgren,Materials,Metals,"Portland, OR",299 S.W. Clay St.,http://www.schnitzersteel.com
987,"Delta Tucker Holdings, Inc.",Lewis F. Von Thaer,Aerospace & Defense,Aerospace and Defense,"McLean, VA",1700 Old Meadow Rd.,http://www.dyn-intl.com
988,Hospitality Properties Trust,John G. Murray,Financials,Real estate,"Newton, MA",255 Washington St.,http://www.hptreit.com
989,"Cenveo, Inc.",Robert G. Burton Sr.,Media,"Publishing, Printing","Stamford, CT",200 First Stamford Place,http://www.cenveo.com
990,"F5 Networks, Inc.",John McAdam,Technology,Network and Other Communications Equipment,"Seattle, WA",401 Elliott Ave. W.,http://www.f5.com
991,BlueLinx Holdings Inc.,Mitchell B. Lewis,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",4300 Wildwood Pkwy.,http://www.bluelinxco.com
992,"Revlon, Inc.",Fabian T. Garcia,Household Products,Household and Personal Products,"New York, NY",1 New York Plaza,http://www.revloninc.com
993,DeVry Education Group Inc.,Lisa W. Wardell,Business Services,Education,"Downers Grove, IL",3005 Highland Pkwy.,http://www.devryeducationgroup.com
994,"M.D.C. Holdings, Inc.",Larry A. Mizel,Engineering & Construction,Homebuilders,"Denver, CO",4350 S. Monaco St.,http://www.richmondamerican.com
995,EP Energy Corporation,Brent J. Smolik,Energy,"Mining, Crude-Oil Production","Houston, TX",1001 Louisiana St.,http://www.epenergy.com
996,"New York Community Bancorp, Inc.",Joseph R. Ficalora,Financials,Commercial Banks,"Westbury, NY",615 Merrick Ave.,http://www.mynycb.com
997,Portland General Electric Company,James J. Piro,Energy,Utilities: Gas and Electric,"Portland, OR",121 S.W. Salmon St.,http://www.portlandgeneral.com
997,"DCP Midstream Partners, LP",Wouter T. van Kempen,Energy,Pipelines,"Denver, CO",370 17th St.,http://www.dcppartners.com
999,The Wendy's Company,Todd A. Penegor,"Hotels, Restaurants & Leisure",Food Services,"Dublin, OH",1 Dave Thomas Blvd.,http://www.aboutwendys.com
1000,Briggs & Stratton Corporation,Todd J. Teske,Industrials,Industrial Machinery,"Wauwatosa, WI",12301 W. Wirth St.,http://www.basco.com
