ranking,full name,ceo,sector,industry,hq location,hq address,website
380,"Dillard's, Inc.",William T. Dillard II,Retailing,General Merchandisers,"Little Rock, AR",1600 Cantrell Rd.,http://www.dillards.com
381,"EMCOR Group, Inc.",Anthony J. Guzzi,Engineering & Construction,"Engineering, Construction","Norwalk, CT",301 Merritt Seven,http://www.emcorgroup.com
382,"The Jones Financial Companies, L.L.L.P.",James D. Weddle,Financials,Securities,"Des Peres, MO",12555 Manchester Rd.,http://www.edwardjones.com
383,AK Steel Holding Corporation,Roger K. Newport,Materials,Metals,"West Chester, OH",9227 Centre Pointe Dr.,http://www.aksteel.com
384,UGI Corporation,John L. Walsh,Energy,Energy,"King of Prussia, PA",460 N. Gulph Rd.,http://www.ugicorp.com
385,"Expedia, Inc.",Dara Khosrowshahi,Technology,Internet Services and Retailing,"Bellevue, WA",333 108th Ave. N.E.,http://www.expediainc.com
386,"salesforce.com, inc.",Marc R. Benioff,Technology,Computer Software,"San Francisco, CA",1 Market St.,http://www.salesforce.com
387,Targa Resources Corp.,Joe Bob Perkins,Energy,Pipelines,"Houston, TX",1000 Louisiana St.,http://www.targaresources.com
388,Apache Corporation,John J. Christmann IV,Energy,"Mining, Crude-Oil Production","Houston, TX",2000 Post Oak Blvd.,http://www.apachecorp.com
389,"Spirit AeroSystems Holdings, Inc.",Thomas Gentile Sr.,Aerospace & Defense,Aerospace and Defense,"Wichita, KS",3801 S. Oliver St.,http://www.spiritaero.com
390,"Expeditors International of Washington, Inc.",Jeffrey S. Musser,Transportation,Transportation and Logistics,"Seattle, WA",1015 Third Ave.,http://www.expeditors.com
391,Anixter International Inc.,Robert J. Eck,Wholesalers,Wholesalers: Diversified,"Glenview, IL",2301 Patriot Blvd.,http://www.anixter.com
392,"Fidelity National Information Services, Inc.",Gary A. Norcross,Business Services,Financial Data Services,"Jacksonville, FL",601 Riverside Ave.,http://www.fisglobal.com
393,"Asbury Automotive Group, Inc.",Craig T. Monaghan,Retailing,"Automotive Retailing, Services","Duluth, GA",2905 Premiere Pkwy. N.W.,http://www.asburyauto.com
394,Hess Corporation,John B. Hess,Energy,Petroleum Refining,"New York, NY",1185 Ave. of the Americas,http://www.hess.com
395,"Ryder System, Inc.",Robert E. Sanchez,Transportation,"Trucking, Truck Leasing","Miami, FL",11690 N.W. 105th St.,http://www.ryder.com
396,Terex Corporation,John L. Garrison Jr.,Industrials,Construction and Farm Machinery,"Westport, CT",200 Nyala Farm Rd.,http://www.terex.com
397,Coca-Cola European Partners,John F. Brock,"Food, Beverages & Tobacco",Beverages,"Atlanta, GA",2500 Windy Ridge Pkwy.,http://www.cokecce.com
398,Auto-Owners Insurance Group,Jeffrey F. Harrold,Financials,Insurance: Property and Casualty (Mutual),"Lansing, MI",6101 Anacapri Blvd.,http://www.auto-owners.com
399,Cablevision Systems Corporation,Dexter Goei,Telecommunications,Telecommunications,"Bethpage, NY",1111 Stewart Ave.,http://www.cablevision.com
400,Symantec Corporation,Gregory S. Clark,Technology,Computer Software,"Mountain View, CA",350 Ellis St.,http://www.symantec.com
401,The Charles Schwab Corporation,Walter W. Bettinger II,Financials,Securities,"San Francisco, CA",211 Main St.,http://www.aboutschwab.com
402,Calpine Corporation,John B. Hill,Energy,Energy,"Houston, TX",717 Texas Ave.,http://www.calpine.com
403,CMS Energy Corporation,Patricia Kessler Poppe,Energy,Utilities: Gas and Electric,"Jackson, MI",1 Energy Plaza,http://www.cmsenergy.com
404,Alliance Data Systems Corporation,Edward J. Heffernan,Business Services,Financial Data Services,"Plano, TX",7500 Dallas Pkwy.,http://www.alliancedata.com
405,JetBlue Airways Corporation,Robin Hayes,Transportation,Airlines,"Long Island City, NY",27-01 Queens Plaza N.,http://www.jetblue.com
406,"Discovery Communications, Inc.",David M. Zaslav,Media,Entertainment,"Silver Spring, MD",1 Discovery Place,http://www.discoverycommunications.com
407,"Trinity Industries, Inc.",Timothy R. Wallace,Transportation,Transportation Equipment,"Dallas, TX",2525 N. Stemmons Freeway,http://www.trin.net
408,Sanmina Corporation,Jure Sola,Technology,Semiconductors and Other Electronic Components,"San Jose, CA",2700 N. First St.,http://www.sanmina.com
409,NCR Corporation,William R. Nuti,Technology,"Computers, Office Equipment","Duluth, GA",3097 Satellite Blvd.,http://www.ncr.com
410,"FMC Technologies, Inc.",Douglas J. Pferdehirt,Energy,"Oil and Gas Equipment, Services","Houston, TX",5875 N. Sam Houston Pkwy. W.,http://www.fmctechnologies.com
411,Erie Insurance Group,Terrence W. Cavanaugh,Financials,Insurance: Property and Casualty (Stock),"Erie, PA",100 Erie Insurance Place,http://www.erieinsurance.com
412,"Rockwell Automation, Inc.",Blake D. Moret,Industrials,"Electronics, Electrical Equip.","Milwaukee, WI",1201 S. Second St.,http://www.rockwellautomation.com
413,"Dr Pepper Snapple Group, Inc.",Larry D. Young,"Food, Beverages & Tobacco",Beverages,"Plano, TX",5301 Legacy Dr.,http://www.drpeppersnapplegroup.com
414,"iHeartMedia, Inc.",Robert W. Pittman,Media,Entertainment,"San Antonio, TX",200 E. Basse Rd.,http://www.iheartmedia.com
415,Tractor Supply Company,Gregory A. Sandfort,Retailing,Specialty Retailers: Other,"Brentwood, TN",5401 Virginia Way,http://www.tractorsupply.com
416,"J.B. Hunt Transport Services, Inc.",John N. Roberts III,Transportation,"Trucking, Truck Leasing","Lowell, AR",615 J.B. Hunt Corporate Dr.,http://www.jbhunt.com
417,Commercial Metals Company,Joseph Alvarado,Materials,Metals,"Irving, TX",6565 N. MacArthur Blvd.,http://www.cmc.com
418,"Owens-Illinois, Inc.",Andres A. Lopez,Materials,"Packaging, Containers","Perrysburg, OH",1 Michael Owens Way,http://www.o-i.com
419,"Harman International Industries, Incorporated",Dinesh C. Paliwal,Industrials,"Electronics, Electrical Equip.","Stamford, CT",400 Atlantic St.,http://www.harman.com
420,Baxalta Incorporated,Ludwig N. Hantson,Health Care,Pharmaceuticals,"Bannockburn, IL",1200 Lakeside Dr.,http://www.baxalta.com
421,"American Financial Group, Inc.","Carl H. Lindner lll, S. Craig Lindner",Financials,Insurance: Property and Casualty (Stock),"Cincinnati, OH",301 E. Fourth St.,http://www.afginc.com
422,"NetApp, Inc.",George Kurian,Technology,Computer Peripherals,"Sunnyvale, CA",495 E. Java Dr.,http://www.netapp.com
423,"Graybar Electric Company, Inc.",Kathleen M. Mazzarella,Wholesalers,Wholesalers: Diversified,"St. Louis, MO",34 N. Meramec Ave.,http://www.graybar.com
424,Oshkosh Corporation,Wilson R. Jones,Motor Vehicles & Parts,Motor Vehicles and Parts,"Oshkosh, WI",2307 Oregon St.,http://www.oshkoshcorporation.com
425,Ameren Corporation,Warner L. Baxter,Energy,Utilities: Gas and Electric,"St. Louis, MO",1901 Chouteau Ave.,http://www.ameren.com
426,"A-Mark Precious Metals, Inc.",Gregory N. Roberts,Materials,Miscellaneous,"Santa Monica, CA",429 Santa Monica Blvd.,http://www.amark.com
427,"Barnes & Noble, Inc.",Ronald D. Boire,Retailing,Specialty Retailers: Other,"New York, NY",122 Fifth Ave.,http://www.barnesandnobleinc.com
428,Dana Holding Corporation,James K. Kamsickas,Motor Vehicles & Parts,Motor Vehicles and Parts,"Maumee, OH",3939 Technology Dr.,http://www.dana.com
429,"Constellation Brands, Inc.",Robert S. Sands,"Food, Beverages & Tobacco",Beverages,"Victor, NY",207 High Point Dr.,http://www.cbrands.com
430,"LifePoint Health, Inc.",William F. Carpenter III,Health Care,Health Care: Medical Facilities,"Brentwood, TN",330 Seven Springs Way,http://www.lifepointhealth.net
431,"Zimmer Biomet Holdings, Inc.",David C. Dvorak,Health Care,Medical Products and Equipment,"Warsaw, IN",345 E. Main St.,http://www.zimmerbiomet.com
432,"Harley-Davidson, Inc.",Matthew S. Levatich,Transportation,Transportation Equipment,"Milwaukee, WI",3700 W. Juneau Ave.,http://www.harley-davidson.com
433,"PulteGroup, Inc.",Ryan R. Marshall,Engineering & Construction,Homebuilders,"Atlanta, GA",3350 Peachtree Rd. N.E.,http://www.pultegroupinc.com
434,Newell Brands Inc.,Michael B. Polk,Household Products,"Home Equipment, Furnishings","Atlanta, GA",6655 Peachtree Dunwoody Rd.,http://www.newellbrands.com
435,Avery Dennison Corporation,Mitchell R. Butier,Materials,"Packaging, Containers","Glendale, CA",207 Goode Ave.,http://www.averydennison.com
436,Jones Lang LaSalle Incorporated,Christian Ulbrich,Financials,Real estate,"Chicago, IL",200 E. Randolph Dr.,http://www.jll.com
437,"WEC Energy Group, Inc.",Allen L. Leverett,Energy,Utilities: Gas and Electric,"Milwaukee, WI",231 W. Michigan St.,http://www.wecenergygroup.com
438,Marathon Oil Corporation,Lee M. Tillman,Energy,"Mining, Crude-Oil Production","Houston, TX",5555 San Felipe St.,http://www.marathonoil.com
439,TravelCenters of America LLC,Thomas M. O'Brien,Retailing,Specialty Retailers: Other,"Westlake, OH",24601 Center Ridge Rd.,http://www.ta-petrol.com
440,"United Rentals, Inc.",Michael J. Kneeland,Business Services,Miscellaneous,"Stamford, CT",100 First Stamford Place,http://www.unitedrentals.com
441,"HRG Group, Inc.",Omar Asali,Household Products,Household and Personal Products,"New York, NY",450 Park Ave.,http://www.hrggroup.com
442,Old Republic International Corporation,Aldo C. Zucaro,Financials,Insurance: Property and Casualty (Stock),"Chicago, IL",307 N. Michigan Ave.,http://www.oldrepublic.com
443,"Windstream Holdings, Inc.",Anthony W. Thomas,Telecommunications,Telecommunications,"Little Rock, AR",4001 Rodney Parham Rd.,http://www.windstream.com
444,"Starwood Hotels & Resorts Worldwide, Inc.",Thomas B. Mangas,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Stamford, CT",1 StarPoint,http://www.starwoodhotels.com
445,Delek US Holdings,Ezra Uzi Yemin,Energy,Petroleum Refining,"Brentwood, TN",7102 Commerce Way,http://www.delekus.com
446,Packaging Corporation of America,Mark W. Kowlzan,Materials,"Packaging, Containers","Lake Forest, IL",1955 W. Field Court,http://www.packagingcorp.com
447,Quintiles IMS Holdings,Ari Bousbib,Health Care,Health Care: Pharmacy and Other Services,"Durham, NC",4820 Emperor Blvd.,http://www.quintilesims.com
448,Hanesbrands Inc.,Gerald W. Evans Jr.,Apparel,Apparel,"Winston-Salem, NC",1000 E. Hanes Mill Rd.,http://www.hanes.com
449,Realogy Holdings Corp.,Richard A. Smith,Financials,Real estate,"Madison, NJ",175 Park Ave.,http://www.realogy.com
450,"Mattel, Inc.",Christopher A. Sinclair,Household Products,Miscellaneous,"El Segundo, CA",333 Continental Blvd.,http://www.corporate.mattel.com
451,"Motorola Solutions, Inc.",Gregory Q. Brown,Technology,Network and Other Communications Equipment,"Schaumburg, IL",1303 E. Algonquin Rd.,http://www.motorolasolutions.com
452,The J.M. Smucker Company,Mark T. Smucker,"Food, Beverages & Tobacco",Food Consumer Products,"Orrville, OH",1 Strawberry Lane,http://www.jmsmucker.com
453,Regions Financial Corporation,O.B. Grayson Hall Jr.,Financials,Commercial Banks,"Birmingham, AL",1900 Fifth Ave. N.,http://www.regions.com
453,Celanese Corporation,Mark C. Rohr,Chemicals,Chemicals,"Irving, TX",222 W. Las Colinas Blvd.,http://www.celanese.com
455,The Clorox Company,Benno O. Dorer,Household Products,Household and Personal Products,"Oakland, CA",1221 Broadway,http://www.thecloroxcompany.com
456,Ingredion Incorporated,Ilene S. Gordon,"Food, Beverages & Tobacco",Food Production,"Westchester, IL",5 Westbrook Corporate Center,http://www.ingredion.com
457,"Genesis Healthcare, Inc.",George V. Hager Jr.,Health Care,Health Care: Medical Facilities,"Kennett Square, PA",101 E. State St.,http://www.genesishcc.com
458,Peabody Energy Corporation,Glenn L. Kellow,Energy,"Mining, Crude-Oil Production","St. Louis, MO",701 Market St.,http://www.peabodyenergy.com
459,"Alaska Air Group, Inc.",Bradley D. Tilden,Transportation,Airlines,"Seattle, WA",19300 International Blvd.,http://www.alaskaair.com
460,Seaboard Corporation,Steven J. Bresky,"Food, Beverages & Tobacco",Food Production,"Merriam, KS",9000 W. 67th St.,http://www.seaboardcorp.com
461,Frontier Communications Corporation,Daniel J. McCarthy,Telecommunications,Telecommunications,"Norwalk, CT",401 Merritt 7,http://www.frontier.com
462,Amphenol Corporation,R. Adam Norwitt,Technology,Network and Other Communications Equipment,"Wallingford, CT",358 Hall Ave.,http://www.amphenol.com
463,"Lansing Trade Group, LLC",William E. Krueger,Wholesalers,Wholesalers: Diversified,"Overland Park, KS",10975 Benson Dr.,http://www.lansingtradegroup.com
464,SanDisk Corporation,Stephen D. Milligan,Technology,Semiconductors and Other Electronic Components,"Milpitas, CA",951 SanDisk Dr.,http://www.sandisk.com
465,"St. Jude Medical, Inc.",Michael T. Rousseau,Health Care,Medical Products and Equipment,"St. Paul, MN",1 St. Jude Medical Dr.,http://www.sjm.com
466,Wyndham Worldwide Corporation,Stephen P. Holmes,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Parsippany, NJ",22 Sylvan Way,http://www.wyndhamworldwide.com
467,"Kelly Services, Inc.",Carl T. Camden,Business Services,Temporary Help,"Troy, MI",999 W. Big Beaver Rd.,http://www.kellyservices.com
468,The Western Union Company,Hikmet Ersek,Business Services,Financial Data Services,"Englewood, CO",12500 E.Belford Ave.,http://www.westernunion.com
469,"Envision Healthcare Holdings, Inc.",William A. Sanger,Health Care,Health Care: Pharmacy and Other Services,"Greenwood Village, CO",6200 S. Syracuse Way,http://www.evhc.net
470,Visteon Corporation,Sachin S. Lawande,Motor Vehicles & Parts,Motor Vehicles and Parts,"Van Buren Township, MI",1 Village Center Dr.,http://www.visteon.com
471,Arthur J. Gallagher & Co.,J. Patrick Gallagher Jr.,Financials,Diversified Financials,"Itasca, IL",2 Pierce Place,http://www.ajg.com
472,"Host Hotels & Resorts, Inc.",James F. Risoleo,Financials,Real estate,"Bethesda, MD",6903 Rockledge Dr.,http://www.hosthotels.com
472,Ashland Inc.,William A. Wulfsohn,Chemicals,Chemicals,"Covington, KY",50 E. RiverCenter Blvd.,http://www.ashland.com
474,"Insight Enterprises, Inc.",Kenneth T. Lamneck,Wholesalers,Wholesalers: Electronics and Office Equipment,"Tempe, AZ",6820 S. Harl Ave.,http://www.insight.com
475,Energy Future Holdings Corp.,Paul M. Keglevic,Energy,Energy,"Dallas, TX",1601 Bryan St.,http://www.energyfutureholdings.com
476,Markel Corporation,"Thomas S. Gayner, Richard R. Whitt III",Financials,Insurance: Property and Casualty (Stock),"Glen Allen, VA",4521 Highwoods Pkwy.,http://www.markelcorp.com
477,Essendant Inc.,Robert B. Aiken Jr.,Wholesalers,Wholesalers: Electronics and Office Equipment,"Deerfield, IL",1 Parkway N. Blvd.,http://www.essendant.com
478,"CH2M HILL Companies, Ltd.",Jacqueline C. Hinman,Engineering & Construction,"Engineering, Construction","Englewood, CO",9191 S. Jamaica St.,http://www.ch2m.com
479,Western & Southern Mutual Holding Company,John F. Barrett,Financials,"Insurance: Life, Health (Mutual)","Cincinnati, OH",400 Broadway,http://www.westernsouthern.com
480,Owens Corning,Michael H. Thaman,Materials,"Building Materials, Glass","Toledo, OH",1 Owens Corning Pkwy.,http://www.owenscorning.com
481,S&P Global,Douglas L. Peterson,Business Services,Financial Data Services,"New York, NY",55 Water St.,http://www.spglobal.com
482,"Raymond James Financial, Inc.",Paul C. Reilly,Financials,Securities,"St. Petersburg, FL",880 Carillon Pkwy.,http://www.raymondjames.com
483,NiSource Inc.,Joseph Hamrock,Energy,Utilities: Gas and Electric,"Merrillville, IN",801 E. 86th Ave.,http://www.nisource.com
484,"Airgas, Inc.",Michael L. Molinini,Wholesalers,Wholesalers: Diversified,"Radnor, PA",259 N. Radnor-Chester Rd.,http://www.airgas.com
485,ABM Industries Incorporated,Scott B. Salmirs,Business Services,Diversified Outsourcing Services,"New York, NY",551 Fifth Ave.,http://www.abm.com
486,"Citizens Financial Group, Inc.",Bruce W. Van Saun,Financials,Commercial Banks,"Providence, RI",1 Citizens Plaza,http://www.citizensbank.com
487,Booz Allen Hamilton Holding Corp.,Horacio D. Rozanski,Technology,Information Technology Services,"McLean, VA",8283 Greensboro Dr.,http://www.boozallen.com
488,"Simon Property Group, Inc.",David Simon,Financials,Real estate,"Indianapolis, IN",225 W. Washington St.,http://www.simon.com
489,Domtar Corporation,John D. Williams,Materials,Forest and Paper Products,"Fort Mill, SC",234 Kingsley Park Dr.,http://www.domtar.com
490,"Rockwell Collins, Inc.",Robert K. Ortberg,Aerospace & Defense,Aerospace and Defense,"Cedar Rapids, IA",400 Collins Rd. N.E.,http://www.rockwellcollins.com
491,Lam Research Corporation,Martin B. Anstice,Technology,Semiconductors and Other Electronic Components,"Fremont, CA",4650 Cushing Pkwy.,http://www.lamresearch.com
492,"Fiserv, Inc.",Jeffery W. Yabuki,Business Services,Financial Data Services,"Brookfield, WI",255 Fiserv Dr.,http://www.fiserv.com
493,Spectra Energy Corp,Gregory L. Ebel,Energy,Pipelines,"Houston, TX",5400 Westheimer Court,http://www.spectraenergy.com
494,Navient Corporation,John F. Remondi,Financials,Diversified Financials,"Wilmington, DE",123 Justison St.,http://www.navient.com
495,"Big Lots, Inc.",David J. Campisi,Retailing,Specialty Retailers: Other,"Columbus, OH",300 Phillipi Rd.,http://www.biglots.com
496,"Telephone and Data Systems, Inc.",LeRoy T. Carlson Jr.,Telecommunications,Telecommunications,"Chicago, IL",30 N. LaSalle St.,http://www.tdsinc.com
497,First American Financial Corporation,Dennis J. Gilmore,Financials,Insurance: Property and Casualty (Stock),"Santa Ana, CA",1 First American Way,http://www.firstam.com
498,"NVR, Inc.",Paul C. Saville,Engineering & Construction,Homebuilders,"Reston, VA",11700 Plaza America Dr.,http://www.nvrinc.com
499,Cincinnati Financial Corporation,Steven J. Johnston,Financials,Insurance: Property and Casualty (Stock),"Fairfield, OH",6200 S. Gilmore Rd.,http://www.cinfin.com
500,"Burlington Stores, Inc.",Thomas A. Kingsbury,Retailing,Specialty Retailers: Apparel,"Burlington, NJ",2006 Route 130 N.,http://www.burlingtonstores.com
501,"KBR, Inc.",Stuart Bradie,Engineering & Construction,"Engineering, Construction","Houston, TX",601 Jefferson St.,http://www.kbr.com
502,Neiman Marcus Group LTD LLC,Karen W. Katz,Retailing,Specialty Retailers: Apparel,"Dallas, TX",1618 Main St.,http://www.neimanmarcusgroup.com
503,Robert Half International Inc.,Harold M. Messmer Jr.,Business Services,Temporary Help,"Menlo Park, CA",2884 Sand Hill Rd.,http://www.roberthalf.com
504,"Leidos Holdings, Inc.",Roger A. Krone,Technology,Information Technology Services,"Reston, VA",11951 Freedom Dr.,http://www.leidos.com
505,Harris Corporation,William M. Brown,Technology,Network and Other Communications Equipment,"Melbourne, FL",1025 W. NASA Blvd.,http://www.harris.com
506,"The Hanover Insurance Group, Inc.",Joseph M. Zubretsky,Financials,Insurance: Property and Casualty (Stock),"Worcester, MA",440 Lincoln St.,http://www.hanover.com
507,Pepco Holdings LLC,David M. Velazquez,Energy,Utilities: Gas and Electric,"Washington, DC",701 Ninth St. N.W.,http://www.pepcoholdings.com
508,NVIDIA Corporation,Jen-Hsun Huang,Technology,Semiconductors and Other Electronic Components,"Santa Clara, CA",2701 San Tomas Expressway,http://www.nvidia.com
509,Alleghany Corporation,Weston M. Hicks,Financials,Insurance: Property and Casualty (Stock),"New York, NY",7 Times Sq.,http://www.alleghany.com
510,M&T Bank Corporation,Robert G. Wilmers,Financials,Commercial Banks,"Buffalo, NY",1 M&T Plaza,http://www.mtb.com
511,"Rush Enterprises, Inc.",W. M. Rush,Retailing,"Automotive Retailing, Services","New Braunfels, TX",555 Interstate 35 S.,http://www.rushenterprises.com
512,"Williams-Sonoma, Inc.",Laura J. Alber,Retailing,Specialty Retailers: Other,"San Francisco, CA",3250 Van Ness Ave.,http://www.williams-sonomainc.com
513,Yahoo! Inc.,Marissa A. Mayer,Technology,Internet Services and Retailing,"Sunnyvale, CA",701 First Ave.,http://www.yahoo.com
514,Sonoco Products Company,M. Jack Sanders,Materials,"Packaging, Containers","Hartsville, SC",1 N. Second St.,http://www.sonoco.com
515,Brookdale Senior Living Inc.,T. Andrew Smith,Health Care,Health Care: Medical Facilities,"Brentwood, TN",111 Westwood Place,http://www.brookdale.com
516,Tutor Perini Corporation,Ronald N. Tutor,Engineering & Construction,"Engineering, Construction","Sylmar, CA",15901 Olden St.,http://www.tutorperini.com
517,"The Michaels Companies, Inc.",Carl S. Rubin,Retailing,Specialty Retailers: Other,"Irving, TX",8000 Bent Branch Dr.,http://www.michaels.com
518,"Berry Plastics Group, Inc.",Jonathan D. Rich,Materials,"Packaging, Containers","Evansville, IN",101 Oakley St.,http://www.berryplastics.com
519,"Juniper Networks, Inc.",Rami Rahim,Technology,Network and Other Communications Equipment,"Sunnyvale, CA",1133 Innovation Way,http://www.juniper.net
520,Northern Trust Corporation,Frederick H. Waddell,Financials,Commercial Banks,"Chicago, IL",50 S. LaSalle St.,http://www.northerntrust.com
521,YRC Worldwide Inc.,James L. Welch,Transportation,"Trucking, Truck Leasing","Overland Park, KS",10990 Roe Ave.,http://www.yrcw.com
522,Pioneer Natural Resources Company,Timothy L. Dove,Energy,"Mining, Crude-Oil Production","Irving, TX",5205 N. O'Connor Blvd.,http://www.pxd.com
523,"Ascena Retail Group, Inc.",David R. Jaffe,Retailing,Specialty Retailers: Apparel,"Mahwah, NJ",933 MacArthur Blvd.,http://www.ascenaretail.com
524,Adobe Systems Incorporated,Shantanu Narayen,Technology,Computer Software,"San Jose, CA",345 Park Ave.,http://www.adobe.com
525,Liberty Media Corporation,Gregory B. Maffei,Media,Entertainment,"Englewood, CO",12300 Liberty Blvd.,http://www.libertymedia.com
526,American Tower Corporation,James D. Taiclet Jr.,Telecommunications,Telecommunications,"Boston, MA",116 Huntington Ave.,http://www.americantower.com
527,Zoetis Inc.,Juan Ramon Alaix,Health Care,Pharmaceuticals,"Florham Park, NJ",100 Campus Dr.,http://www.zoetis.com
528,Polaris Industries Inc.,Scott W. Wine,Transportation,Transportation Equipment,"Medina, MN",2100 Hwy. 55,http://www.polaris.com
529,"Intercontinental Exchange, Inc.",Jeffrey C. Sprecher,Financials,Securities,"Atlanta, GA",5660 New Northside Dr.,http://www.theice.com
530,"Quad/Graphics, Inc.",J. Joel Quadracci,Media,"Publishing, Printing","Sussex, WI",N61 W23044 Harry's Way,http://www.qg.com
531,"AmTrust Financial Services, Inc.",Barry D. Zyskind,Financials,Insurance: Property and Casualty (Stock),"New York, NY",59 Maiden Lane,http://www.amtrustgroup.com
532,"Activision Blizzard, Inc.",Robert A. Kotick,Technology,Computer Software,"Santa Monica, CA",3100 Ocean Park Blvd.,http://www.activisionblizzard.com
533,"Fortune Brands Home & Security, Inc.",Christopher J. Klein,Household Products,"Home Equipment, Furnishings","Deerfield, IL",520 Lake Cook Rd.,http://www.fbhs.com
534,Caesars Entertainment Corporation,Mark P. Frissora,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",1 Caesars Palace Dr.,http://www.caesars.com
535,"Post Holdings, Inc.",Robert V. Vitale,"Food, Beverages & Tobacco",Food Consumer Products,"St. Louis, MO",2503 S. Hanley Rd.,http://www.postholdings.com
536,The Blackstone Group L.P.,Stephen A. Schwarzman,Financials,Diversified Financials,"New York, NY",345 Park Ave.,http://www.blackstone.com
537,"Magellan Health, Inc.",Barry M. Smith,Health Care,Health Care: Insurance and Managed Care,"Scottsdale, AZ",4800 Scottsdale Rd.,http://www.magellanhealth.com
538,RPM International Inc.,Frank C. Sullivan,Chemicals,Chemicals,"Medina, OH",2628 Pearl Rd.,http://www.rpminc.com
539,Flowserve Corporation,Mark A. Blinn,Industrials,Industrial Machinery,"Irving, TX",5215 N. O'Connor Blvd.,http://www.flowserve.com
540,KeyCorp,Beth E. Mooney,Financials,Commercial Banks,"Cleveland, OH",127 Public Sq.,http://www.key.com
541,MRC Global Inc.,Andrew R. Lane,Energy,"Oil and Gas Equipment, Services","Houston, TX",1301 McKinney St.,http://www.mrcglobal.com
542,"Keurig Green Mountain, Inc.",Robert J. Gamgort,"Food, Beverages & Tobacco",Beverages,"Waterbury, VT",33 Coffee Lane,http://www.keuriggreenmountain.com
543,Electronic Arts Inc.,Andrew Wilson,Technology,Computer Software,"Redwood City, CA",209 Redwood Shores Pkwy.,http://www.ea.com
544,General Cable Corporation,Michael T. McDonnell,Industrials,"Electronics, Electrical Equip.","Highland Heights, KY",4 Tesseneer Dr.,http://www.generalcable.com
545,Cintas Corporation,Scott D. Farmer,Business Services,Diversified Outsourcing Services,"Cincinnati, OH",6800 Cintas Blvd.,http://www.cintas.com
546,"Chipotle Mexican Grill, Inc.","M. Steven Ells, Montgomery F. Moran","Hotels, Restaurants & Leisure",Food Services,"Denver, CO",1401 Wynkoop St.,http://www.chipotle.com
547,Levi Strauss & Co.,Charles V. Bergh,Apparel,Apparel,"San Francisco, CA",1155 Battery St.,http://www.levistrauss.com
548,Talen Energy Corporation,Ralph Alexander,Energy,Utilities: Gas and Electric,"Allentown, PA",835 Hamilton St.,http://www.talenenergy.com
549,Westlake Chemical Corporation,Albert Chao,Chemicals,Chemicals,"Houston, TX",2801 Post Oak Blvd.,http://www.westlake.com
550,"Hasbro, Inc.",Brian D. Goldner,Household Products,Miscellaneous,"Pawtucket, RI",1027 Newport Ave.,http://www.hasbro.com
551,"Securian Financial Group, Inc.",Christopher M. Hilger,Financials,"Insurance: Life, Health (stock)","St. Paul, MN",400 Robert St. N.,http://www.securian.com
552,Intuit Inc.,Brad D. Smith,Technology,Computer Software,"Mountain View, CA",2700 Coast Ave.,http://www.intuit.com
553,Cerner Corporation,Neal L. Patterson,Health Care,Health Care: Pharmacy and Other Services,"North Kansas City, MO",2800 Rockcreek Pkwy.,http://www.cerner.com
554,Coty Inc.,Camillo Pane,Household Products,Household and Personal Products,"New York, NY",350 Fifth Ave.,http://www.coty.com
555,The Valspar Corporation,Gary E. Hendrickson,Chemicals,Chemicals,"Minneapolis, MN",1101 S. Third St.,http://www.valspar.com
556,SCANA Corporation,Kevin B. Marsh,Energy,Utilities: Gas and Electric,"Cayce, SC",100 Scana Pkwy.,http://www.scana.com
557,"Bloomin' Brands, Inc.",Elizabeth A. Smith,"Hotels, Restaurants & Leisure",Food Services,"Tampa, FL",2202 N. West Shore Blvd.,http://www.bloominbrands.com
558,"MDU Resources Group, Inc.",David L. Goodin,Energy,Energy,"Bismarck, ND",1200 W. Century Ave.,http://www.mdu.com
559,"Patterson Companies, Inc.",Scott P. Anderson,Health Care,Wholesalers: Health Care,"St. Paul, MN",1031 Mendota Heights Rd.,http://www.pattersoncompanies.com
560,"Orbital ATK, Inc.",David W. Thompson,Aerospace & Defense,Aerospace and Defense,"Dulles, VA",45101 Warp Dr.,http://www.orbitalatk.com
561,Factory Mutual Insurance Company,Thomas A. Lawson,Financials,Insurance: Property and Casualty (Stock),"Johnston, RI",270 Central Ave.,http://www.fmglobal.com
562,Hyatt Hotels Corporation,Mark S. Hoplamazian,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Chicago, IL",71 S. Wacker Dr.,http://www.hyatt.com
563,"CA, Inc.",Michael P. Gregoire,Technology,Computer Software,"New York, NY",520 Madison Ave.,http://www.ca.com
564,VWR Corporation,Manuel A.H. Brocke-Benz,Wholesalers,Wholesalers: Diversified,"Radnor, PA",100 Matsonford Rd.,http://www.vwr.com
565,Science Applications International Corporation,Anthony J. Moraco,Technology,Information Technology Services,"McLean, VA",1710 Saic Dr.,http://www.saic.com
566,"CF Industries Holdings, Inc.",W. Anthony Will,Chemicals,Chemicals,"Deerfield, IL",4 Pkwy. N.,http://www.cfindustries.com
567,"McCormick & Company, Incorporated",Lawrence E. Kurzius,"Food, Beverages & Tobacco",Food Consumer Products,"Sparks, MD",18 Loveton Circle,http://www.mccormickcorporation.com
